prov_id,year,track,score,rank,cum_count,source,fetched_at
henan,2025,phy,586,63025,1307,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,585,64425,1400,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,584,65709,1284,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,583,67120,1411,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,582,68439,1319,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,581,69871,1432,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,580,71205,1334,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,579,72674,1469,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,578,74079,1405,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,577,75584,1505,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,576,76951,1367,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,575,78368,1417,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,574,79867,1499,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,573,81337,1470,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,572,82802,1465,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,571,84302,1500,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,570,85847,1545,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,569,87297,1450,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,568,88775,1478,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,567,90232,1457,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,566,91732,1500,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,565,93269,1537,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,564,94843,1574,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,563,96460,1617,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
henan,2025,phy,562,98064,1604,https://hf-mirror.com/datasets/choucsan/Gaokao-Compass-11M/resolve/main/data/2025/henan/score-range.csv,2026-09-18T10:06:18+00:00
