分数,位次,省份,年份,科类
424,134865,广东,2025,历史类
423,135920,广东,2025,历史类
422,137025,广东,2025,历史类
421,138097,广东,2025,历史类
420,139164,广东,2025,历史类
419,140274,广东,2025,历史类
418,141385,广东,2025,历史类
417,142509,广东,2025,历史类
416,143612,广东,2025,历史类
415,144773,广东,2025,历史类
414,145920,广东,2025,历史类
413,147079,广东,2025,历史类
412,148218,广东,2025,历史类
411,149345,广东,2025,历史类
410,150426,广东,2025,历史类
409,151605,广东,2025,历史类
408,152634,广东,2025,历史类
407,153798,广东,2025,历史类
406,154944,广东,2025,历史类
405,156078,广东,2025,历史类
404,157212,广东,2025,历史类
403,158326,广东,2025,历史类
402,159420,广东,2025,历史类
401,160611,广东,2025,历史类
400,161819,广东,2025,历史类
399,162957,广东,2025,历史类
398,164065,广东,2025,历史类
397,165209,广东,2025,历史类
396,166362,广东,2025,历史类
395,167521,广东,2025,历史类
394,168672,广东,2025,历史类
393,169783,广东,2025,历史类
392,170972,广东,2025,历史类
391,172062,广东,2025,历史类
390,173189,广东,2025,历史类
389,174307,广东,2025,历史类
388,175429,广东,2025,历史类
387,176566,广东,2025,历史类
386,177675,广东,2025,历史类
385,178769,广东,2025,历史类
384,179924,广东,2025,历史类
383,181091,广东,2025,历史类
382,182223,广东,2025,历史类
381,183331,广东,2025,历史类
380,184398,广东,2025,历史类
379,185561,广东,2025,历史类
378,186690,广东,2025,历史类
377,187771,广东,2025,历史类
376,188857,广东,2025,历史类
375,189957,广东,2025,历史类
374,191020,广东,2025,历史类
373,192086,广东,2025,历史类
372,193214,广东,2025,历史类
371,194326,广东,2025,历史类
370,195459,广东,2025,历史类
369,196517,广东,2025,历史类
368,197564,广东,2025,历史类
367,198632,广东,2025,历史类
366,199701,广东,2025,历史类
365,200748,广东,2025,历史类
364,201797,广东,2025,历史类
363,202841,广东,2025,历史类
362,203947,广东,2025,历史类
361,204929,广东,2025,历史类
360,205936,广东,2025,历史类
359,206969,广东,2025,历史类
358,208014,广东,2025,历史类
357,209081,广东,2025,历史类
356,210113,广东,2025,历史类
355,211113,广东,2025,历史类
354,212104,广东,2025,历史类
353,213110,广东,2025,历史类
352,214150,广东,2025,历史类
351,215155,广东,2025,历史类
350,216174,广东,2025,历史类
349,217156,广东,2025,历史类
348,218126,广东,2025,历史类
347,219095,广东,2025,历史类
346,220072,广东,2025,历史类
345,221081,广东,2025,历史类
344,222072,广东,2025,历史类
343,223058,广东,2025,历史类
342,224009,广东,2025,历史类
341,225004,广东,2025,历史类
340,225975,广东,2025,历史类
339,226909,广东,2025,历史类
338,227901,广东,2025,历史类
337,228898,广东,2025,历史类
336,229799,广东,2025,历史类
335,230698,广东,2025,历史类
334,231610,广东,2025,历史类
333,232504,广东,2025,历史类
332,233373,广东,2025,历史类
331,234277,广东,2025,历史类
330,235207,广东,2025,历史类
329,236076,广东,2025,历史类
328,236881,广东,2025,历史类
327,237771,广东,2025,历史类
326,238638,广东,2025,历史类
325,239478,广东,2025,历史类
324,240338,广东,2025,历史类
323,241173,广东,2025,历史类
322,241988,广东,2025,历史类
321,242831,广东,2025,历史类
320,243627,广东,2025,历史类
319,244363,广东,2025,历史类
318,245123,广东,2025,历史类
317,245899,广东,2025,历史类
316,246645,广东,2025,历史类
315,247376,广东,2025,历史类
314,248171,广东,2025,历史类
313,248956,广东,2025,历史类
312,249689,广东,2025,历史类
311,250435,广东,2025,历史类
310,251175,广东,2025,历史类
309,251885,广东,2025,历史类
308,252564,广东,2025,历史类
307,253294,广东,2025,历史类
306,253981,广东,2025,历史类
305,254629,广东,2025,历史类
304,255258,广东,2025,历史类
303,255918,广东,2025,历史类
302,256600,广东,2025,历史类
301,257289,广东,2025,历史类
300,257944,广东,2025,历史类
299,258542,广东,2025,历史类
298,259175,广东,2025,历史类
297,259817,广东,2025,历史类
296,260478,广东,2025,历史类
295,261101,广东,2025,历史类
294,261699,广东,2025,历史类
293,262269,广东,2025,历史类
292,262823,广东,2025,历史类
291,263396,广东,2025,历史类
290,263990,广东,2025,历史类
289,264548,广东,2025,历史类
288,265110,广东,2025,历史类
287,265654,广东,2025,历史类
286,266179,广东,2025,历史类
285,266691,广东,2025,历史类
284,267180,广东,2025,历史类
283,267734,广东,2025,历史类
282,268280,广东,2025,历史类
281,268812,广东,2025,历史类
280,269339,广东,2025,历史类
279,269825,广东,2025,历史类
278,270331,广东,2025,历史类
277,270780,广东,2025,历史类
276,271246,广东,2025,历史类
275,271708,广东,2025,历史类
274,272178,广东,2025,历史类
273,272598,广东,2025,历史类
272,273020,广东,2025,历史类
271,273453,广东,2025,历史类
270,273894,广东,2025,历史类
269,274319,广东,2025,历史类
268,274731,广东,2025,历史类
267,275138,广东,2025,历史类
266,275525,广东,2025,历史类
265,275920,广东,2025,历史类
264,276304,广东,2025,历史类
263,276667,广东,2025,历史类
262,277010,广东,2025,历史类
261,277379,广东,2025,历史类
260,277725,广东,2025,历史类
259,278027,广东,2025,历史类
258,278374,广东,2025,历史类
257,278719,广东,2025,历史类
256,279055,广东,2025,历史类
255,279359,广东,2025,历史类
254,279669,广东,2025,历史类
253,279977,广东,2025,历史类
252,280294,广东,2025,历史类
251,280565,广东,2025,历史类
250,280864,广东,2025,历史类
249,281128,广东,2025,历史类
248,281399,广东,2025,历史类
247,281669,广东,2025,历史类
246,281944,广东,2025,历史类
245,282182,广东,2025,历史类
244,282444,广东,2025,历史类
243,282681,广东,2025,历史类
242,282926,广东,2025,历史类
241,283140,广东,2025,历史类
240,283373,广东,2025,历史类
239,283583,广东,2025,历史类
238,283799,广东,2025,历史类
237,284002,广东,2025,历史类
236,284220,广东,2025,历史类
235,284426,广东,2025,历史类
234,284625,广东,2025,历史类
233,284799,广东,2025,历史类
232,284990,广东,2025,历史类
231,285171,广东,2025,历史类
230,285349,广东,2025,历史类
229,285500,广东,2025,历史类
228,285676,广东,2025,历史类
227,285846,广东,2025,历史类
226,285987,广东,2025,历史类
225,286158,广东,2025,历史类
224,286289,广东,2025,历史类
223,286437,广东,2025,历史类
222,286584,广东,2025,历史类
221,286745,广东,2025,历史类
220,286860,广东,2025,历史类
219,286999,广东,2025,历史类
218,287112,广东,2025,历史类
217,287255,广东,2025,历史类
216,287383,广东,2025,历史类
215,287508,广东,2025,历史类
214,287626,广东,2025,历史类
213,287738,广东,2025,历史类
212,287846,广东,2025,历史类
211,287967,广东,2025,历史类
210,288072,广东,2025,历史类
209,288178,广东,2025,历史类
208,288299,广东,2025,历史类
207,288408,广东,2025,历史类
206,288504,广东,2025,历史类
205,288607,广东,2025,历史类
204,288701,广东,2025,历史类
203,288802,广东,2025,历史类
202,288893,广东,2025,历史类
201,288970,广东,2025,历史类
200,289050,广东,2025,历史类
199,289126,广东,2025,历史类
198,289213,广东,2025,历史类
197,289290,广东,2025,历史类
196,289377,广东,2025,历史类
195,289452,广东,2025,历史类
194,289530,广东,2025,历史类
193,289609,广东,2025,历史类
192,289685,广东,2025,历史类
191,289742,广东,2025,历史类
190,289817,广东,2025,历史类
189,289888,广东,2025,历史类
188,289945,广东,2025,历史类
187,290009,广东,2025,历史类
186,290092,广东,2025,历史类
185,290156,广东,2025,历史类
184,290224,广东,2025,历史类
183,290273,广东,2025,历史类
182,290336,广东,2025,历史类
181,290398,广东,2025,历史类
180,290437,广东,2025,历史类
179,290498,广东,2025,历史类
178,290551,广东,2025,历史类
177,290606,广东,2025,历史类
176,290659,广东,2025,历史类
175,290707,广东,2025,历史类
174,290746,广东,2025,历史类
173,290800,广东,2025,历史类
172,290852,广东,2025,历史类
171,290901,广东,2025,历史类
170,290952,广东,2025,历史类
169,290998,广东,2025,历史类
168,291033,广东,2025,历史类
167,291076,广东,2025,历史类
166,291113,广东,2025,历史类
165,291158,广东,2025,历史类
164,291199,广东,2025,历史类
163,291231,广东,2025,历史类
162,291266,广东,2025,历史类
161,291297,广东,2025,历史类
160,291329,广东,2025,历史类
159,291365,广东,2025,历史类
158,291402,广东,2025,历史类
157,291430,广东,2025,历史类
156,291451,广东,2025,历史类
155,291483,广东,2025,历史类
154,291516,广东,2025,历史类
153,291537,广东,2025,历史类
152,291567,广东,2025,历史类
151,291596,广东,2025,历史类
150,291619,广东,2025,历史类
149,291638,广东,2025,历史类
148,291660,广东,2025,历史类
147,291679,广东,2025,历史类
146,291696,广东,2025,历史类
145,291718,广东,2025,历史类
144,291736,广东,2025,历史类
143,291757,广东,2025,历史类
142,291769,广东,2025,历史类
141,291780,广东,2025,历史类
140,291791,广东,2025,历史类
139,291808,广东,2025,历史类
138,291815,广东,2025,历史类
137,291829,广东,2025,历史类
136,291842,广东,2025,历史类
135,291851,广东,2025,历史类
134,291857,广东,2025,历史类
133,291867,广东,2025,历史类
132,291877,广东,2025,历史类
131,291889,广东,2025,历史类
130,291898,广东,2025,历史类
129,291912,广东,2025,历史类
128,291919,广东,2025,历史类
127,291926,广东,2025,历史类
126,291937,广东,2025,历史类
125,291953,广东,2025,历史类
124,291962,广东,2025,历史类
123,291969,广东,2025,历史类
122,291978,广东,2025,历史类
121,291990,广东,2025,历史类
120,291994,广东,2025,历史类
119,292001,广东,2025,历史类
118,292006,广东,2025,历史类
117,292015,广东,2025,历史类
116,292025,广东,2025,历史类
115,292039,广东,2025,历史类
114,292049,广东,2025,历史类
113,292063,广东,2025,历史类
112,292074,广东,2025,历史类
111,292086,广东,2025,历史类
110,292098,广东,2025,历史类
109,292107,广东,2025,历史类
108,292112,广东,2025,历史类
107,292123,广东,2025,历史类
106,292131,广东,2025,历史类
105,292139,广东,2025,历史类
104,292152,广东,2025,历史类
103,292165,广东,2025,历史类
102,292175,广东,2025,历史类
101,292185,广东,2025,历史类
100,292200,广东,2025,历史类
697,19,广东,2025,物理类
696,32,广东,2025,物理类
695,39,广东,2025,物理类
694,47,广东,2025,物理类
693,57,广东,2025,物理类
692,69,广东,2025,物理类
691,78,广东,2025,物理类
690,87,广东,2025,物理类
689,105,广东,2025,物理类
688,133,广东,2025,物理类
687,150,广东,2025,物理类
686,176,广东,2025,物理类
685,205,广东,2025,物理类
684,237,广东,2025,物理类
683,266,广东,2025,物理类
682,295,广东,2025,物理类
681,330,广东,2025,物理类
680,377,广东,2025,物理类
679,411,广东,2025,物理类
678,462,广东,2025,物理类
677,510,广东,2025,物理类
676,560,广东,2025,物理类
675,642,广东,2025,物理类
674,721,广东,2025,物理类
673,790,广东,2025,物理类
672,870,广东,2025,物理类
671,936,广东,2025,物理类
670,1003,广东,2025,物理类
669,1097,广东,2025,物理类
668,1182,广东,2025,物理类
667,1279,广东,2025,物理类
666,1376,广东,2025,物理类
665,1472,广东,2025,物理类
664,1578,广东,2025,物理类
663,1701,广东,2025,物理类
662,1825,广东,2025,物理类
661,1948,广东,2025,物理类
660,2089,广东,2025,物理类
659,2232,广东,2025,物理类
658,2372,广东,2025,物理类
657,2529,广东,2025,物理类
656,2697,广东,2025,物理类
655,2845,广东,2025,物理类
654,3043,广东,2025,物理类
653,3230,广东,2025,物理类
652,3383,广东,2025,物理类
651,3585,广东,2025,物理类
650,3792,广东,2025,物理类
649,4006,广东,2025,物理类
648,4226,广东,2025,物理类
647,4438,广东,2025,物理类
646,4675,广东,2025,物理类
645,4924,广东,2025,物理类
644,5166,广东,2025,物理类
643,5448,广东,2025,物理类
642,5734,广东,2025,物理类
641,6004,广东,2025,物理类
640,6295,广东,2025,物理类
639,6603,广东,2025,物理类
638,6959,广东,2025,物理类
637,7317,广东,2025,物理类
636,7659,广东,2025,物理类
635,8015,广东,2025,物理类
634,8360,广东,2025,物理类
633,8730,广东,2025,物理类
632,9102,广东,2025,物理类
631,9475,广东,2025,物理类
630,9851,广东,2025,物理类
629,10243,广东,2025,物理类
628,10671,广东,2025,物理类
627,11062,广东,2025,物理类
626,11492,广东,2025,物理类
625,11964,广东,2025,物理类
624,12432,广东,2025,物理类
623,12908,广东,2025,物理类
622,13376,广东,2025,物理类
621,13873,广东,2025,物理类
620,14378,广东,2025,物理类
619,14895,广东,2025,物理类
618,15408,广东,2025,物理类
617,15971,广东,2025,物理类
616,16493,广东,2025,物理类
615,17051,广东,2025,物理类
614,17622,广东,2025,物理类
613,18205,广东,2025,物理类
612,18818,广东,2025,物理类
611,19415,广东,2025,物理类
610,20036,广东,2025,物理类
609,20682,广东,2025,物理类
608,21322,广东,2025,物理类
607,22045,广东,2025,物理类
606,22708,广东,2025,物理类
605,23405,广东,2025,物理类
604,24091,广东,2025,物理类
603,24758,广东,2025,物理类
602,25508,广东,2025,物理类
601,26228,广东,2025,物理类
600,26988,广东,2025,物理类
599,27767,广东,2025,物理类
598,28533,广东,2025,物理类
597,29338,广东,2025,物理类
596,30133,广东,2025,物理类
595,30926,广东,2025,物理类
594,31761,广东,2025,物理类
593,32651,广东,2025,物理类
592,33524,广东,2025,物理类
591,34344,广东,2025,物理类
590,35160,广东,2025,物理类
589,36025,广东,2025,物理类
588,36932,广东,2025,物理类
587,37843,广东,2025,物理类
586,38786,广东,2025,物理类
585,39767,广东,2025,物理类
584,40786,广东,2025,物理类
583,41753,广东,2025,物理类
582,42752,广东,2025,物理类
581,43759,广东,2025,物理类
580,44794,广东,2025,物理类
579,45815,广东,2025,物理类
578,46803,广东,2025,物理类
577,47871,广东,2025,物理类
576,48987,广东,2025,物理类
575,50079,广东,2025,物理类
574,51129,广东,2025,物理类
573,52245,广东,2025,物理类
572,53309,广东,2025,物理类
571,54544,广东,2025,物理类
570,55693,广东,2025,物理类
569,56911,广东,2025,物理类
568,58086,广东,2025,物理类
567,59356,广东,2025,物理类
566,60577,广东,2025,物理类
565,61838,广东,2025,物理类
564,63023,广东,2025,物理类
563,64291,广东,2025,物理类
562,65511,广东,2025,物理类
561,66790,广东,2025,物理类
560,68129,广东,2025,物理类
559,69414,广东,2025,物理类
558,70748,广东,2025,物理类
557,72078,广东,2025,物理类
556,73431,广东,2025,物理类
555,74785,广东,2025,物理类
554,76148,广东,2025,物理类
553,77555,广东,2025,物理类
552,78907,广东,2025,物理类
551,80322,广东,2025,物理类
550,81698,广东,2025,物理类
549,83147,广东,2025,物理类
548,84617,广东,2025,物理类
547,86138,广东,2025,物理类
546,87668,广东,2025,物理类
545,89210,广东,2025,物理类
544,90717,广东,2025,物理类
543,92216,广东,2025,物理类
542,93735,广东,2025,物理类
541,95295,广东,2025,物理类
540,96828,广东,2025,物理类
539,98392,广东,2025,物理类
538,99937,广东,2025,物理类
537,101513,广东,2025,物理类
536,103197,广东,2025,物理类
535,104757,广东,2025,物理类
534,106297,广东,2025,物理类
533,107886,广东,2025,物理类
532,109529,广东,2025,物理类
531,111219,广东,2025,物理类
530,113001,广东,2025,物理类
529,114681,广东,2025,物理类
528,116336,广东,2025,物理类
527,117964,广东,2025,物理类
526,119651,广东,2025,物理类
525,121389,广东,2025,物理类
524,123096,广东,2025,物理类
523,124910,广东,2025,物理类
522,126595,广东,2025,物理类
521,128291,广东,2025,物理类
520,130007,广东,2025,物理类
519,131773,广东,2025,物理类
518,133459,广东,2025,物理类
517,135188,广东,2025,物理类
516,136896,广东,2025,物理类
515,138624,广东,2025,物理类
514,140399,广东,2025,物理类
513,142207,广东,2025,物理类
512,143990,广东,2025,物理类
511,145773,广东,2025,物理类
510,147555,广东,2025,物理类
509,149387,广东,2025,物理类
508,151179,广东,2025,物理类
507,153021,广东,2025,物理类
506,154777,广东,2025,物理类
505,156646,广东,2025,物理类
504,158421,广东,2025,物理类
503,160243,广东,2025,物理类
502,162034,广东,2025,物理类
501,163767,广东,2025,物理类
500,165633,广东,2025,物理类
499,167481,广东,2025,物理类
498,169303,广东,2025,物理类
497,171231,广东,2025,物理类
496,173027,广东,2025,物理类
495,174785,广东,2025,物理类
494,176624,广东,2025,物理类
493,178420,广东,2025,物理类
492,180224,广东,2025,物理类
491,181971,广东,2025,物理类
490,183779,广东,2025,物理类
489,185694,广东,2025,物理类
488,187530,广东,2025,物理类
487,189396,广东,2025,物理类
486,191188,广东,2025,物理类
485,192935,广东,2025,物理类
484,194736,广东,2025,物理类
483,196482,广东,2025,物理类
482,198263,广东,2025,物理类
481,200035,广东,2025,物理类
480,201819,广东,2025,物理类
479,203580,广东,2025,物理类
478,205425,广东,2025,物理类
477,207259,广东,2025,物理类
476,209063,广东,2025,物理类
475,210860,广东,2025,物理类
474,212636,广东,2025,物理类
473,214478,广东,2025,物理类
472,216218,广东,2025,物理类
471,217963,广东,2025,物理类
470,219782,广东,2025,物理类
469,221586,广东,2025,物理类
468,223381,广东,2025,物理类
467,225145,广东,2025,物理类
466,226887,广东,2025,物理类
465,228615,广东,2025,物理类
464,230364,广东,2025,物理类
463,232158,广东,2025,物理类
462,233858,广东,2025,物理类
461,235581,广东,2025,物理类
460,237286,广东,2025,物理类
459,238981,广东,2025,物理类
458,240715,广东,2025,物理类
457,242368,广东,2025,物理类
456,244029,广东,2025,物理类
455,245740,广东,2025,物理类
454,247461,广东,2025,物理类
453,249038,广东,2025,物理类
452,250623,广东,2025,物理类
451,252235,广东,2025,物理类
450,253920,广东,2025,物理类
449,255646,广东,2025,物理类
448,257343,广东,2025,物理类
447,258909,广东,2025,物理类
446,260595,广东,2025,物理类
445,262295,广东,2025,物理类
444,263928,广东,2025,物理类
443,265545,广东,2025,物理类
442,267193,广东,2025,物理类
441,268812,广东,2025,物理类
440,270323,广东,2025,物理类
439,271913,广东,2025,物理类
438,273503,广东,2025,物理类
437,275064,广东,2025,物理类
436,276595,广东,2025,物理类
435,278092,广东,2025,物理类
434,279552,广东,2025,物理类
433,281050,广东,2025,物理类
432,282514,广东,2025,物理类
431,283983,广东,2025,物理类
430,285487,广东,2025,物理类
429,286954,广东,2025,物理类
428,288336,广东,2025,物理类
427,289809,广东,2025,物理类
426,291326,广东,2025,物理类
425,292764,广东,2025,物理类
424,294149,广东,2025,物理类
423,295617,广东,2025,物理类
422,296996,广东,2025,物理类
421,298365,广东,2025,物理类
420,299789,广东,2025,物理类
419,301087,广东,2025,物理类
418,302459,广东,2025,物理类
417,303760,广东,2025,物理类
416,305064,广东,2025,物理类
415,306407,广东,2025,物理类
414,307681,广东,2025,物理类
413,308920,广东,2025,物理类
412,310246,广东,2025,物理类
411,311509,广东,2025,物理类
410,312803,广东,2025,物理类
409,314033,广东,2025,物理类
408,315292,广东,2025,物理类
407,316544,广东,2025,物理类
406,317784,广东,2025,物理类
405,318989,广东,2025,物理类
404,320253,广东,2025,物理类
403,321496,广东,2025,物理类
402,322750,广东,2025,物理类
401,323952,广东,2025,物理类
400,325163,广东,2025,物理类
399,326349,广东,2025,物理类
398,327493,广东,2025,物理类
397,328640,广东,2025,物理类
396,329811,广东,2025,物理类
395,330973,广东,2025,物理类
394,332044,广东,2025,物理类
393,333202,广东,2025,物理类
392,334298,广东,2025,物理类
391,335456,广东,2025,物理类
390,336612,广东,2025,物理类
389,337676,广东,2025,物理类
388,338726,广东,2025,物理类
387,339756,广东,2025,物理类
386,340804,广东,2025,物理类
385,341790,广东,2025,物理类
384,342795,广东,2025,物理类
383,343791,广东,2025,物理类
382,344819,广东,2025,物理类
381,345888,广东,2025,物理类
380,346933,广东,2025,物理类
379,347948,广东,2025,物理类
378,348925,广东,2025,物理类
377,349944,广东,2025,物理类
376,350992,广东,2025,物理类
375,351955,广东,2025,物理类
374,352959,广东,2025,物理类
373,353904,广东,2025,物理类
372,354870,广东,2025,物理类
371,355814,广东,2025,物理类
370,356753,广东,2025,物理类
369,357680,广东,2025,物理类
368,358593,广东,2025,物理类
367,359491,广东,2025,物理类
366,360403,广东,2025,物理类
365,361290,广东,2025,物理类
364,362152,广东,2025,物理类
363,363030,广东,2025,物理类
362,363967,广东,2025,物理类
361,364885,广东,2025,物理类
360,365736,广东,2025,物理类
359,366574,广东,2025,物理类
358,367464,广东,2025,物理类
357,368339,广东,2025,物理类
356,369232,广东,2025,物理类
355,370041,广东,2025,物理类
354,370902,广东,2025,物理类
353,371717,广东,2025,物理类
352,372503,广东,2025,物理类
351,373291,广东,2025,物理类
350,374114,广东,2025,物理类
349,374862,广东,2025,物理类
348,375628,广东,2025,物理类
347,376436,广东,2025,物理类
346,377188,广东,2025,物理类
345,377947,广东,2025,物理类
344,378703,广东,2025,物理类
343,379424,广东,2025,物理类
342,380169,广东,2025,物理类
341,380929,广东,2025,物理类
340,381641,广东,2025,物理类
339,382420,广东,2025,物理类
338,383182,广东,2025,物理类
337,383902,广东,2025,物理类
336,384624,广东,2025,物理类
