分数,位次,省份,年份,科类
453,53181,天津,2025,综合
452,53448,天津,2025,综合
451,53712,天津,2025,综合
450,53963,天津,2025,综合
449,54176,天津,2025,综合
448,54441,天津,2025,综合
447,54677,天津,2025,综合
446,54912,天津,2025,综合
445,55139,天津,2025,综合
444,55391,天津,2025,综合
443,55629,天津,2025,综合
442,55878,天津,2025,综合
441,56110,天津,2025,综合
440,56354,天津,2025,综合
439,56554,天津,2025,综合
438,56723,天津,2025,综合
437,56960,天津,2025,综合
436,57193,天津,2025,综合
435,57429,天津,2025,综合
434,57666,天津,2025,综合
433,57872,天津,2025,综合
432,58097,天津,2025,综合
431,58302,天津,2025,综合
430,58519,天津,2025,综合
429,58737,天津,2025,综合
428,58953,天津,2025,综合
427,59198,天津,2025,综合
426,59405,天津,2025,综合
425,59617,天津,2025,综合
424,59820,天津,2025,综合
423,59998,天津,2025,综合
422,60191,天津,2025,综合
421,60395,天津,2025,综合
420,60601,天津,2025,综合
419,60767,天津,2025,综合
418,60972,天津,2025,综合
417,61149,天津,2025,综合
416,61331,天津,2025,综合
415,61522,天津,2025,综合
414,61726,天津,2025,综合
413,61917,天津,2025,综合
412,62138,天津,2025,综合
411,62305,天津,2025,综合
410,62483,天津,2025,综合
409,62656,天津,2025,综合
408,62825,天津,2025,综合
407,62985,天津,2025,综合
406,63160,天津,2025,综合
405,63328,天津,2025,综合
404,63489,天津,2025,综合
403,63643,天津,2025,综合
402,63780,天津,2025,综合
401,63949,天津,2025,综合
400,64096,天津,2025,综合
399,64267,天津,2025,综合
398,64404,天津,2025,综合
397,64561,天津,2025,综合
396,64686,天津,2025,综合
395,64842,天津,2025,综合
394,64968,天津,2025,综合
393,65132,天津,2025,综合
392,65258,天津,2025,综合
391,65389,天津,2025,综合
390,65534,天津,2025,综合
389,65673,天津,2025,综合
388,65824,天津,2025,综合
387,65987,天津,2025,综合
386,66114,天津,2025,综合
385,66234,天津,2025,综合
384,66364,天津,2025,综合
383,66503,天津,2025,综合
382,66624,天津,2025,综合
381,66725,天津,2025,综合
380,66860,天津,2025,综合
379,66989,天津,2025,综合
378,67111,天津,2025,综合
377,67214,天津,2025,综合
376,67317,天津,2025,综合
375,67446,天津,2025,综合
374,67567,天津,2025,综合
373,67671,天津,2025,综合
372,67788,天津,2025,综合
371,67874,天津,2025,综合
370,67972,天津,2025,综合
369,68054,天津,2025,综合
368,68157,天津,2025,综合
367,68253,天津,2025,综合
