分数,位次,省份,年份,科类
520,134945,江苏,2025,物理类
519,136395,江苏,2025,物理类
518,137742,江苏,2025,物理类
517,139203,江苏,2025,物理类
516,140608,江苏,2025,物理类
515,142068,江苏,2025,物理类
514,143440,江苏,2025,物理类
513,144772,江苏,2025,物理类
512,146160,江苏,2025,物理类
511,147536,江苏,2025,物理类
510,148936,江苏,2025,物理类
509,150364,江苏,2025,物理类
508,151737,江苏,2025,物理类
507,153112,江苏,2025,物理类
506,154519,江苏,2025,物理类
505,155895,江苏,2025,物理类
504,157259,江苏,2025,物理类
503,158579,江苏,2025,物理类
502,159919,江苏,2025,物理类
501,161261,江苏,2025,物理类
500,162612,江苏,2025,物理类
499,163926,江苏,2025,物理类
498,165225,江苏,2025,物理类
497,166591,江苏,2025,物理类
496,167921,江苏,2025,物理类
495,169250,江苏,2025,物理类
494,170582,江苏,2025,物理类
493,171881,江苏,2025,物理类
492,173223,江苏,2025,物理类
491,174488,江苏,2025,物理类
490,175732,江苏,2025,物理类
489,177018,江苏,2025,物理类
488,178268,江苏,2025,物理类
487,179556,江苏,2025,物理类
486,180771,江苏,2025,物理类
485,182030,江苏,2025,物理类
484,183221,江苏,2025,物理类
483,184370,江苏,2025,物理类
482,185582,江苏,2025,物理类
481,186727,江苏,2025,物理类
480,187938,江苏,2025,物理类
479,189076,江苏,2025,物理类
478,190184,江苏,2025,物理类
477,191363,江苏,2025,物理类
476,192448,江苏,2025,物理类
475,193550,江苏,2025,物理类
474,194703,江苏,2025,物理类
473,195768,江苏,2025,物理类
472,196830,江苏,2025,物理类
471,197910,江苏,2025,物理类
470,198992,江苏,2025,物理类
469,200008,江苏,2025,物理类
468,201036,江苏,2025,物理类
467,202012,江苏,2025,物理类
466,202992,江苏,2025,物理类
465,204004,江苏,2025,物理类
464,204991,江苏,2025,物理类
463,205975,江苏,2025,物理类
