分数,位次,省份,年份,科类
584,18650,福建,2025,物理类
583,19062,福建,2025,物理类
582,19495,福建,2025,物理类
581,19899,福建,2025,物理类
580,20313,福建,2025,物理类
579,20738,福建,2025,物理类
578,21173,福建,2025,物理类
577,21588,福建,2025,物理类
576,22059,福建,2025,物理类
575,22544,福建,2025,物理类
574,22981,福建,2025,物理类
573,23443,福建,2025,物理类
572,23889,福建,2025,物理类
571,24364,福建,2025,物理类
570,24825,福建,2025,物理类
569,25291,福建,2025,物理类
568,25776,福建,2025,物理类
567,26218,福建,2025,物理类
566,26736,福建,2025,物理类
565,27225,福建,2025,物理类
564,27712,福建,2025,物理类
563,28208,福建,2025,物理类
562,28701,福建,2025,物理类
561,29212,福建,2025,物理类
560,29717,福建,2025,物理类
559,30293,福建,2025,物理类
558,30799,福建,2025,物理类
557,31329,福建,2025,物理类
556,31880,福建,2025,物理类
555,32381,福建,2025,物理类
554,32905,福建,2025,物理类
553,33405,福建,2025,物理类
552,33956,福建,2025,物理类
551,34510,福建,2025,物理类
550,35037,福建,2025,物理类
549,35614,福建,2025,物理类
548,36213,福建,2025,物理类
547,36813,福建,2025,物理类
546,37396,福建,2025,物理类
545,37957,福建,2025,物理类
544,38598,福建,2025,物理类
543,39235,福建,2025,物理类
542,39897,福建,2025,物理类
541,40511,福建,2025,物理类
540,41148,福建,2025,物理类
539,41729,福建,2025,物理类
538,42366,福建,2025,物理类
537,43014,福建,2025,物理类
536,43666,福建,2025,物理类
535,44290,福建,2025,物理类
534,44918,福建,2025,物理类
533,45540,福建,2025,物理类
532,46183,福建,2025,物理类
531,46854,福建,2025,物理类
530,47532,福建,2025,物理类
529,48168,福建,2025,物理类
528,48837,福建,2025,物理类
527,49465,福建,2025,物理类
526,50184,福建,2025,物理类
525,50881,福建,2025,物理类
524,51599,福建,2025,物理类
523,52278,福建,2025,物理类
522,53007,福建,2025,物理类
521,53711,福建,2025,物理类
520,54409,福建,2025,物理类
519,55133,福建,2025,物理类
518,55877,福建,2025,物理类
517,56618,福建,2025,物理类
516,57329,福建,2025,物理类
515,58055,福建,2025,物理类
514,58785,福建,2025,物理类
513,59514,福建,2025,物理类
512,60283,福建,2025,物理类
511,61013,福建,2025,物理类
510,61799,福建,2025,物理类
509,62571,福建,2025,物理类
508,63376,福建,2025,物理类
507,64125,福建,2025,物理类
506,64873,福建,2025,物理类
505,65653,福建,2025,物理类
504,66452,福建,2025,物理类
503,67246,福建,2025,物理类
502,67989,福建,2025,物理类
501,68791,福建,2025,物理类
500,69546,福建,2025,物理类
499,70339,福建,2025,物理类
498,71202,福建,2025,物理类
497,72041,福建,2025,物理类
496,72818,福建,2025,物理类
495,73670,福建,2025,物理类
494,74485,福建,2025,物理类
493,75303,福建,2025,物理类
492,76112,福建,2025,物理类
491,76979,福建,2025,物理类
490,77780,福建,2025,物理类
489,78616,福建,2025,物理类
488,79451,福建,2025,物理类
487,80259,福建,2025,物理类
486,81079,福建,2025,物理类
485,81945,福建,2025,物理类
484,82760,福建,2025,物理类
483,83635,福建,2025,物理类
482,84464,福建,2025,物理类
481,85345,福建,2025,物理类
480,86154,福建,2025,物理类
479,86939,福建,2025,物理类
478,87828,福建,2025,物理类
477,88668,福建,2025,物理类
476,89467,福建,2025,物理类
475,90360,福建,2025,物理类
474,91278,福建,2025,物理类
473,92111,福建,2025,物理类
472,92964,福建,2025,物理类
471,93819,福建,2025,物理类
470,94712,福建,2025,物理类
469,95545,福建,2025,物理类
468,96446,福建,2025,物理类
467,97377,福建,2025,物理类
466,98212,福建,2025,物理类
465,99057,福建,2025,物理类
464,99902,福建,2025,物理类
463,100752,福建,2025,物理类
462,101574,福建,2025,物理类
461,102421,福建,2025,物理类
460,103242,福建,2025,物理类
459,104060,福建,2025,物理类
458,104965,福建,2025,物理类
457,105800,福建,2025,物理类
456,106608,福建,2025,物理类
455,107492,福建,2025,物理类
454,108322,福建,2025,物理类
453,109170,福建,2025,物理类
452,110007,福建,2025,物理类
451,110888,福建,2025,物理类
450,111729,福建,2025,物理类
