分数,位次,省份,年份,科类
410,6884,新疆,2025,历史类
409,6957,新疆,2025,历史类
408,7034,新疆,2025,历史类
407,7123,新疆,2025,历史类
406,7202,新疆,2025,历史类
405,7282,新疆,2025,历史类
404,7359,新疆,2025,历史类
403,7447,新疆,2025,历史类
402,7536,新疆,2025,历史类
401,7616,新疆,2025,历史类
400,7686,新疆,2025,历史类
399,7761,新疆,2025,历史类
398,7841,新疆,2025,历史类
397,7926,新疆,2025,历史类
396,8014,新疆,2025,历史类
395,8102,新疆,2025,历史类
394,8187,新疆,2025,历史类
393,8275,新疆,2025,历史类
392,8365,新疆,2025,历史类
391,8465,新疆,2025,历史类
390,8555,新疆,2025,历史类
389,8641,新疆,2025,历史类
388,8735,新疆,2025,历史类
387,8832,新疆,2025,历史类
386,8932,新疆,2025,历史类
385,9026,新疆,2025,历史类
384,9130,新疆,2025,历史类
383,9223,新疆,2025,历史类
382,9313,新疆,2025,历史类
381,9404,新疆,2025,历史类
380,9501,新疆,2025,历史类
379,9599,新疆,2025,历史类
378,9696,新疆,2025,历史类
377,9795,新疆,2025,历史类
376,9894,新疆,2025,历史类
375,9998,新疆,2025,历史类
374,10095,新疆,2025,历史类
373,10191,新疆,2025,历史类
372,10285,新疆,2025,历史类
371,10386,新疆,2025,历史类
370,10466,新疆,2025,历史类
369,10554,新疆,2025,历史类
368,10652,新疆,2025,历史类
367,10747,新疆,2025,历史类
366,10844,新疆,2025,历史类
365,10954,新疆,2025,历史类
364,11058,新疆,2025,历史类
363,11165,新疆,2025,历史类
362,11264,新疆,2025,历史类
361,11364,新疆,2025,历史类
360,11471,新疆,2025,历史类
359,11571,新疆,2025,历史类
358,11673,新疆,2025,历史类
357,11770,新疆,2025,历史类
356,11865,新疆,2025,历史类
355,11967,新疆,2025,历史类
354,12075,新疆,2025,历史类
353,12182,新疆,2025,历史类
352,12288,新疆,2025,历史类
351,12395,新疆,2025,历史类
350,12486,新疆,2025,历史类
349,12594,新疆,2025,历史类
348,12690,新疆,2025,历史类
347,12791,新疆,2025,历史类
346,12885,新疆,2025,历史类
345,12980,新疆,2025,历史类
344,13071,新疆,2025,历史类
343,13163,新疆,2025,历史类
342,13270,新疆,2025,历史类
341,13373,新疆,2025,历史类
340,13472,新疆,2025,历史类
339,13573,新疆,2025,历史类
338,13672,新疆,2025,历史类
337,13775,新疆,2025,历史类
336,13883,新疆,2025,历史类
335,13991,新疆,2025,历史类
334,14105,新疆,2025,历史类
333,14201,新疆,2025,历史类
332,14315,新疆,2025,历史类
331,14418,新疆,2025,历史类
330,14519,新疆,2025,历史类
329,14608,新疆,2025,历史类
328,14689,新疆,2025,历史类
327,14761,新疆,2025,历史类
326,14839,新疆,2025,历史类
325,14935,新疆,2025,历史类
324,15006,新疆,2025,历史类
323,15071,新疆,2025,历史类
322,15138,新疆,2025,历史类
321,15206,新疆,2025,历史类
320,15275,新疆,2025,历史类
319,15347,新疆,2025,历史类
318,15423,新疆,2025,历史类
317,15499,新疆,2025,历史类
316,15574,新疆,2025,历史类
315,15653,新疆,2025,历史类
314,15730,新疆,2025,历史类
313,15810,新疆,2025,历史类
312,15891,新疆,2025,历史类
311,15971,新疆,2025,历史类
310,16042,新疆,2025,历史类
309,16114,新疆,2025,历史类
308,16194,新疆,2025,历史类
307,16268,新疆,2025,历史类
306,16348,新疆,2025,历史类
305,16426,新疆,2025,历史类
304,16495,新疆,2025,历史类
303,16571,新疆,2025,历史类
302,16652,新疆,2025,历史类
301,16731,新疆,2025,历史类
300,16828,新疆,2025,历史类
299,16905,新疆,2025,历史类
298,16990,新疆,2025,历史类
297,17077,新疆,2025,历史类
296,17156,新疆,2025,历史类
295,17255,新疆,2025,历史类
294,17330,新疆,2025,历史类
293,17423,新疆,2025,历史类
292,17505,新疆,2025,历史类
291,17601,新疆,2025,历史类
290,17677,新疆,2025,历史类
289,17765,新疆,2025,历史类
288,17868,新疆,2025,历史类
287,17965,新疆,2025,历史类
286,18068,新疆,2025,历史类
285,18164,新疆,2025,历史类
284,18247,新疆,2025,历史类
283,18343,新疆,2025,历史类
282,18419,新疆,2025,历史类
281,18503,新疆,2025,历史类
280,18576,新疆,2025,历史类
279,18672,新疆,2025,历史类
278,18748,新疆,2025,历史类
277,18823,新疆,2025,历史类
276,18891,新疆,2025,历史类
275,18970,新疆,2025,历史类
274,19066,新疆,2025,历史类
273,19119,新疆,2025,历史类
272,19194,新疆,2025,历史类
271,19289,新疆,2025,历史类
270,19364,新疆,2025,历史类
269,19436,新疆,2025,历史类
268,19501,新疆,2025,历史类
267,19592,新疆,2025,历史类
266,19660,新疆,2025,历史类
265,19741,新疆,2025,历史类
264,19823,新疆,2025,历史类
263,19893,新疆,2025,历史类
262,19981,新疆,2025,历史类
261,20042,新疆,2025,历史类
260,20128,新疆,2025,历史类
259,20208,新疆,2025,历史类
258,20290,新疆,2025,历史类
257,20358,新疆,2025,历史类
256,20445,新疆,2025,历史类
255,20505,新疆,2025,历史类
254,20563,新疆,2025,历史类
253,20631,新疆,2025,历史类
252,20699,新疆,2025,历史类
251,20765,新疆,2025,历史类
250,20818,新疆,2025,历史类
249,20898,新疆,2025,历史类
248,20958,新疆,2025,历史类
247,21028,新疆,2025,历史类
246,21094,新疆,2025,历史类
245,21164,新疆,2025,历史类
244,21215,新疆,2025,历史类
243,21275,新疆,2025,历史类
242,21333,新疆,2025,历史类
241,21394,新疆,2025,历史类
240,21458,新疆,2025,历史类
239,21510,新疆,2025,历史类
238,21572,新疆,2025,历史类
237,21615,新疆,2025,历史类
236,21680,新疆,2025,历史类
235,21728,新疆,2025,历史类
234,21767,新疆,2025,历史类
233,21813,新疆,2025,历史类
232,21843,新疆,2025,历史类
231,21884,新疆,2025,历史类
230,21933,新疆,2025,历史类
229,21974,新疆,2025,历史类
228,22015,新疆,2025,历史类
227,22063,新疆,2025,历史类
226,22096,新疆,2025,历史类
225,22133,新疆,2025,历史类
224,22173,新疆,2025,历史类
223,22224,新疆,2025,历史类
222,22257,新疆,2025,历史类
221,22292,新疆,2025,历史类
220,22330,新疆,2025,历史类
219,22361,新疆,2025,历史类
218,22417,新疆,2025,历史类
217,22458,新疆,2025,历史类
216,22501,新疆,2025,历史类
215,22560,新疆,2025,历史类
214,22601,新疆,2025,历史类
213,22639,新疆,2025,历史类
212,22677,新疆,2025,历史类
211,22704,新疆,2025,历史类
210,22750,新疆,2025,历史类
209,22797,新疆,2025,历史类
208,22837,新疆,2025,历史类
207,22872,新疆,2025,历史类
206,22912,新疆,2025,历史类
205,22931,新疆,2025,历史类
204,22963,新疆,2025,历史类
203,22993,新疆,2025,历史类
202,23016,新疆,2025,历史类
201,23053,新疆,2025,历史类
200,23082,新疆,2025,历史类
199,23113,新疆,2025,历史类
198,23141,新疆,2025,历史类
197,23170,新疆,2025,历史类
196,23191,新疆,2025,历史类
195,23220,新疆,2025,历史类
194,23247,新疆,2025,历史类
193,23276,新疆,2025,历史类
192,23295,新疆,2025,历史类
191,23321,新疆,2025,历史类
190,23345,新疆,2025,历史类
189,23369,新疆,2025,历史类
188,23392,新疆,2025,历史类
187,23417,新疆,2025,历史类
186,23441,新疆,2025,历史类
185,23460,新疆,2025,历史类
184,23483,新疆,2025,历史类
183,23500,新疆,2025,历史类
182,23516,新疆,2025,历史类
181,23535,新疆,2025,历史类
180,23553,新疆,2025,历史类
179,23568,新疆,2025,历史类
178,23587,新疆,2025,历史类
177,23605,新疆,2025,历史类
176,23624,新疆,2025,历史类
175,23638,新疆,2025,历史类
174,23652,新疆,2025,历史类
173,23662,新疆,2025,历史类
172,23679,新疆,2025,历史类
171,23694,新疆,2025,历史类
170,23708,新疆,2025,历史类
169,23718,新疆,2025,历史类
168,23738,新疆,2025,历史类
167,23751,新疆,2025,历史类
166,23768,新疆,2025,历史类
165,23784,新疆,2025,历史类
164,23797,新疆,2025,历史类
163,23807,新疆,2025,历史类
162,23821,新疆,2025,历史类
161,23838,新疆,2025,历史类
160,23851,新疆,2025,历史类
159,23861,新疆,2025,历史类
158,23874,新疆,2025,历史类
157,23884,新疆,2025,历史类
156,23896,新疆,2025,历史类
155,23905,新疆,2025,历史类
154,23914,新疆,2025,历史类
153,23923,新疆,2025,历史类
152,23931,新疆,2025,历史类
151,23938,新疆,2025,历史类
150,23946,新疆,2025,历史类
149,23957,新疆,2025,历史类
148,23962,新疆,2025,历史类
147,23971,新疆,2025,历史类
146,23976,新疆,2025,历史类
145,23982,新疆,2025,历史类
144,23990,新疆,2025,历史类
143,23997,新疆,2025,历史类
142,24000,新疆,2025,历史类
141,24005,新疆,2025,历史类
140,24010,新疆,2025,历史类
670,9,新疆,2025,物理类
669,14,新疆,2025,物理类
668,19,新疆,2025,物理类
667,23,新疆,2025,物理类
666,30,新疆,2025,物理类
665,39,新疆,2025,物理类
663,47,新疆,2025,物理类
662,62,新疆,2025,物理类
660,77,新疆,2025,物理类
656,90,新疆,2025,物理类
653,105,新疆,2025,物理类
651,120,新疆,2025,物理类
650,137,新疆,2025,物理类
649,157,新疆,2025,物理类
648,179,新疆,2025,物理类
647,203,新疆,2025,物理类
646,226,新疆,2025,物理类
645,248,新疆,2025,物理类
643,272,新疆,2025,物理类
642,296,新疆,2025,物理类
641,316,新疆,2025,物理类
640,337,新疆,2025,物理类
638,359,新疆,2025,物理类
637,379,新疆,2025,物理类
636,404,新疆,2025,物理类
635,428,新疆,2025,物理类
634,449,新疆,2025,物理类
633,471,新疆,2025,物理类
632,491,新疆,2025,物理类
631,512,新疆,2025,物理类
630,532,新疆,2025,物理类
629,553,新疆,2025,物理类
628,578,新疆,2025,物理类
627,602,新疆,2025,物理类
626,626,新疆,2025,物理类
625,650,新疆,2025,物理类
624,677,新疆,2025,物理类
623,699,新疆,2025,物理类
622,721,新疆,2025,物理类
621,747,新疆,2025,物理类
620,768,新疆,2025,物理类
619,795,新疆,2025,物理类
618,823,新疆,2025,物理类
617,853,新疆,2025,物理类
