分数,位次,省份,年份,科类
376,97345,安徽,2025,历史类
375,97896,安徽,2025,历史类
374,98404,安徽,2025,历史类
373,98869,安徽,2025,历史类
372,99351,安徽,2025,历史类
371,99850,安徽,2025,历史类
370,100359,安徽,2025,历史类
369,100838,安徽,2025,历史类
368,101295,安徽,2025,历史类
367,101810,安徽,2025,历史类
366,102307,安徽,2025,历史类
365,102795,安徽,2025,历史类
364,103300,安徽,2025,历史类
363,103771,安徽,2025,历史类
362,104246,安徽,2025,历史类
361,104715,安徽,2025,历史类
360,105151,安徽,2025,历史类
359,105620,安徽,2025,历史类
358,106057,安徽,2025,历史类
357,106513,安徽,2025,历史类
356,106985,安徽,2025,历史类
355,107440,安徽,2025,历史类
354,107871,安徽,2025,历史类
353,108300,安徽,2025,历史类
352,108726,安徽,2025,历史类
351,109091,安徽,2025,历史类
350,109513,安徽,2025,历史类
349,109958,安徽,2025,历史类
348,110361,安徽,2025,历史类
347,110770,安徽,2025,历史类
346,111161,安徽,2025,历史类
345,111524,安徽,2025,历史类
344,111924,安徽,2025,历史类
343,112308,安徽,2025,历史类
342,112683,安徽,2025,历史类
341,113019,安徽,2025,历史类
340,113416,安徽,2025,历史类
339,113789,安徽,2025,历史类
338,114170,安徽,2025,历史类
337,114554,安徽,2025,历史类
336,114951,安徽,2025,历史类
335,115310,安徽,2025,历史类
334,115671,安徽,2025,历史类
333,116011,安徽,2025,历史类
332,116361,安徽,2025,历史类
331,116719,安徽,2025,历史类
330,117065,安徽,2025,历史类
329,117409,安徽,2025,历史类
328,117749,安徽,2025,历史类
327,118104,安徽,2025,历史类
326,118411,安徽,2025,历史类
325,118706,安徽,2025,历史类
324,119047,安徽,2025,历史类
323,119371,安徽,2025,历史类
322,119702,安徽,2025,历史类
321,120007,安徽,2025,历史类
320,120316,安徽,2025,历史类
319,120604,安徽,2025,历史类
318,120927,安徽,2025,历史类
317,121227,安徽,2025,历史类
316,121517,安徽,2025,历史类
315,121792,安徽,2025,历史类
314,122088,安徽,2025,历史类
313,122332,安徽,2025,历史类
312,122602,安徽,2025,历史类
311,122894,安徽,2025,历史类
310,123190,安徽,2025,历史类
309,123463,安徽,2025,历史类
308,123725,安徽,2025,历史类
307,123985,安徽,2025,历史类
306,124249,安徽,2025,历史类
305,124523,安徽,2025,历史类
304,124781,安徽,2025,历史类
303,125038,安徽,2025,历史类
302,125263,安徽,2025,历史类
