uni_code,name,prov,city,level,kind,nature
7122,镇江市高等专科学校,江苏,,普通本科,,公办
3665,长春中医药大学,吉林,,普通本科,,公办
6796,长春人文学院,吉林,,民办/独立学院,,民办
6791,长春光华学院,吉林,,民办/独立学院,,民办
3625,长春大学,吉林,,普通本科,,公办
6792,长春大学旅游学院,吉林,,民办/独立学院,,民办
3630,长春工业大学,吉林,,普通本科,,公办
3645,长春工程学院,吉林,,普通本科,,公办
3675,长春师范大学,吉林,,普通本科,,公办
6798,长春建筑学院,吉林,,民办/独立学院,,民办
7091,长春汽车职业技术大学,吉林,,普通本科,,公办
1745,长春理工大学,吉林,,普通本科,,公办
6799,长春科技学院,吉林,,民办/独立学院,,民办
8302,长春职业技术大学,吉林,,普通本科,,公办
7096,长春金融高等专科学校,吉林,,普通本科,,公办
4790,长沙学院,湖南,,普通本科,,公办
2300,长沙理工大学,湖南,,普通本科,,公办
3395,长治医学院,山西,,普通本科,,公办
3435,长治学院,山西,,普通本科,,公办
9766,闽西职业技术学院,福建,,普通本科,,公办
5490,防灾科技学院,河北,,普通本科,,公办
5335,陕西学前师范学院,陕西,,普通本科,,公办
5345,陕西理工大学,陕西,,普通本科,,公办
7063,集宁师范学院,内蒙古,,普通本科,,公办
4435,青岛农业大学,山东,,普通本科,,公办
2205,青岛大学,山东,,普通本科,,公办
2410,青岛理工大学,山东,,普通本科,,公办
2275,青岛科技大学,山东,,普通本科,,公办
2125,青海大学,青海,,211,,公办
3585,鞍山师范学院,辽宁,,普通本科,,公办
4855,韩山师范学院,广东,,普通本科,,公办
5,首都体育学院,北京,,普通本科,,公办
2200,首都医科大学,北京,,普通本科,,公办
2500,首都经济贸易大学,北京,,普通本科,,公办
6816,马鞍山学院,安徽,,民办/独立学院,,民办
4480,鲁东大学,山东,,普通本科,,公办
6226,黄河交通学院,henan,,民办/独立学院,,民办
9375,黎明职业大学,福建,,普通本科,,公办
3735,黑河学院,黑龙江,,普通本科,,公办
2610,黑龙江中医药大学,黑龙江,,普通本科,,公办
8379,黑龙江农业工程职业学院,黑龙江,,普通本科,,公办
8381,黑龙江农垦职业学院,黑龙江,,普通本科,,公办
3695,黑龙江大学,黑龙江,,普通本科,,公办
8386,黑龙江工业学院,黑龙江,,普通本科,,公办
3745,黑龙江科技大学,黑龙江,,普通本科,,公办
7629,齐鲁医药学院,山东,,民办/独立学院,,民办
3710,齐齐哈尔大学,黑龙江,,普通本科,,公办
8389,齐齐哈尔工程学院,黑龙江,,民办/独立学院,,民办
5580,龙岩学院,福建,,普通本科,,公办
